FACULTAD;PROGRAMA;SEDE;MODALIDAD;TIPO INSCRIPCION;Número de CUOTAS;SEXO;Número de Estudiantes;VALOR MATRICULA BRUTA;VALOR MATRICULA NETA
CIENCIAS DE LA EDUCACION;ESPECIALIZACIÓN EN GESTIÓN DEL PATRIMONIO CULTURAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;3;16142490;14528240
CIENCIAS DE LA EDUCACION;ESPECIALIZACIÓN EN GESTIÓN DEL PATRIMONIO CULTURAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;1;5380830;5111788
CIENCIAS DE LA EDUCACION;ESPECIALIZACIÓN EN GESTIÓN DEL PATRIMONIO CULTURAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;4;19370988;16680573
CIENCIAS DE LA EDUCACION;ESPECIALIZACIÓN EN GESTIÓN DEL PATRIMONIO CULTURAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;3;16142490;14528241
CIENCIAS DE LA EDUCACION;ESPECIALIZACIÓN EN GESTIÓN DEL PATRIMONIO CULTURAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;7;37665810;32015935
CIENCIAS DE LA EDUCACION;ESPECIALIZACIÓN EN GESTIÓN DEL PATRIMONIO CULTURAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;5;21523343;18832927
CIENCIAS DE LA EDUCACION;ESPECIALIZACIÓN EN NECESIDADES DEL APRENDIZAJE DE LECTURA, ESCRITURA Y MATEMÁTICAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;4;21523320;18563862
CIENCIAS DE LA EDUCACION;ESPECIALIZACIÓN EN NECESIDADES DEL APRENDIZAJE DE LECTURA, ESCRITURA Y MATEMÁTICAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;13;63493794;54884466
CIENCIAS DE LA EDUCACION;ESPECIALIZACIÓN EN NECESIDADES DEL APRENDIZAJE DE LECTURA, ESCRITURA Y MATEMÁTICAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;2;10761660;9147411
CIENCIAS DE LA EDUCACION;ESPECIALIZACIÓN EN NECESIDADES DEL APRENDIZAJE DE LECTURA, ESCRITURA Y MATEMÁTICAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;38;196784680;162103941
CIENCIAS DE LA EDUCACION;ESPECIALIZACIÓN EN NECESIDADES DEL APRENDIZAJE DE LECTURA, ESCRITURA Y MATEMÁTICAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;7;37665810;32242277
CIENCIAS DE LA EDUCACION;MAESTRÍA EN AMBIENTES EDUCATIVOS MEDIADOS POR TIC;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;2;14758848;12452778
CIENCIAS DE LA EDUCACION;MAESTRÍA EN AMBIENTES EDUCATIVOS MEDIADOS POR TIC;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;2;18448560;9224280
CIENCIAS DE LA EDUCACION;MAESTRÍA EN AMBIENTES EDUCATIVOS MEDIADOS POR TIC;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;6;55345680;16603704
CIENCIAS DE LA EDUCACION;MAESTRÍA EN AMBIENTES EDUCATIVOS MEDIADOS POR TIC;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;4;36897120;31362552
CIENCIAS DE LA EDUCACION;MAESTRÍA EN AMBIENTES EDUCATIVOS MEDIADOS POR TIC;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;3;27672840;23060700
CIENCIAS DE LA EDUCACION;MAESTRÍA EN AMBIENTES EDUCATIVOS MEDIADOS POR TIC;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;4;36897120;21215844
CIENCIAS DE LA EDUCACION;MAESTRÍA EN AMBIENTES EDUCATIVOS MEDIADOS POR TIC;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;12;110691360;42162648
CIENCIAS DE LA EDUCACION;MAESTRÍA EN DOCENCIA DE IDIOMAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;4;30747600;26135460
CIENCIAS DE LA EDUCACION;MAESTRÍA EN DOCENCIA DE IDIOMAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;2;15373800;13067730
CIENCIAS DE LA EDUCACION;MAESTRÍA EN DOCENCIA DE IDIOMAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;5;38434500;19985940
CIENCIAS DE LA EDUCACION;MAESTRÍA EN DOCENCIA DE IDIOMAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;4;30747600;25751115
CIENCIAS DE LA EDUCACION;MAESTRÍA EN DOCENCIA DE IDIOMAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;4;27672840;21523320
CIENCIAS DE LA EDUCACION;MAESTRÍA EN DOCENCIA DE IDIOMAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;3;19985940;16526835
CIENCIAS DE LA EDUCACION;MAESTRÍA EN DOCENCIA DE IDIOMAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;9;69182100;45352710
CIENCIAS DE LA EDUCACION;MAESTRÍA EN DOCENCIA DE IDIOMAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;12;92242800;46121400
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;6;51655968;41509260
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;2;18448560;14758848
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;13;119915640;32477154
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;5;46121400;20250716
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;3;27672840;22138272
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;3;23983128;18448560
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;20;184485600;89817164
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;11;101467080;44929932
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN MATEMÁTICA ;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;1;9224280;7379424
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN MATEMÁTICA ;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;2;18448560;15681276
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN MATEMÁTICA ;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;3;27672840;5534568
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN MATEMÁTICA ;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;2;18448560;11069136
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN MATEMÁTICA ;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;3;27672840;23060700
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN MATEMÁTICA ;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;3;27672840;23060700
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN MATEMÁTICA ;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;10;92242800;40913526
CIENCIAS DE LA EDUCACION;MAESTRÍA EN EDUCACIÓN MATEMÁTICA ;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;6;55345680;20250716
CIENCIAS DE LA EDUCACION;MAESTRÍA EN FILOSOFÍA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;1;9224280;7379424
CIENCIAS DE LA EDUCACION;MAESTRÍA EN FILOSOFÍA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;1;9224280;7379424
CIENCIAS DE LA EDUCACION;MAESTRÍA EN FILOSOFÍA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;9224280;7379424
CIENCIAS DE LA EDUCACION;MAESTRÍA EN FILOSOFÍA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;2;18448560;14758848
CIENCIAS DE LA EDUCACION;MAESTRÍA EN GEOGRAFÍA;SANTA FE DE BOGOTA;Presencial;INSCRIPCIÓN REGULAR;2;M;4;44468716;38472932
CIENCIAS DE LA EDUCACION;MAESTRÍA EN GEOGRAFÍA;SANTA FE DE BOGOTA;Presencial;INSCRIPCIÓN REGULAR;1;F;10;96854940;34744787
CIENCIAS DE LA EDUCACION;MAESTRÍA EN GEOGRAFÍA;SANTA FE DE BOGOTA;Presencial;INSCRIPCIÓN REGULAR;1;M;7;69182100;30670730
CIENCIAS DE LA EDUCACION;MAESTRÍA EN GEOGRAFÍA;SANTA FE DE BOGOTA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;4;39203190;21677058
CIENCIAS DE LA EDUCACION;MAESTRÍA EN GESTIÓN EDUCATIVA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;1;9224280;7379424
CIENCIAS DE LA EDUCACION;MAESTRÍA EN GESTIÓN EDUCATIVA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;4;36897120;20293416
CIENCIAS DE LA EDUCACION;MAESTRÍA EN GESTIÓN EDUCATIVA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;4;36897120;26058591
CIENCIAS DE LA EDUCACION;MAESTRÍA EN GESTIÓN EDUCATIVA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;4;33207408;26750412
CIENCIAS DE LA EDUCACION;MAESTRÍA EN GESTIÓN EDUCATIVA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;2;18448560;14758848
CIENCIAS DE LA EDUCACION;MAESTRÍA EN GESTIÓN EDUCATIVA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;3;27672840;16603704
CIENCIAS DE LA EDUCACION;MAESTRÍA EN GESTIÓN EDUCATIVA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;1;9224280;4612140
CIENCIAS DE LA EDUCACION;MAESTRÍA EN HISTORIA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;2;15373800;12640685
CIENCIAS DE LA EDUCACION;MAESTRÍA EN HISTORIA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;1;7686900;0
CIENCIAS DE LA EDUCACION;MAESTRÍA EN HISTORIA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;6;46121400;19601595
CIENCIAS DE LA EDUCACION;MAESTRÍA EN HISTORIA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;2;12299040;9992970
CIENCIAS DE LA EDUCACION;MAESTRÍA EN HISTORIA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;3;23060700;13067730
CIENCIAS DE LA EDUCACION;MAESTRÍA EN HISTORIA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;3;23060700;10761660
CIENCIAS DE LA EDUCACION;MAESTRÍA EN LINGÜÍSTICA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;3;15988752;12563816
CIENCIAS DE LA EDUCACION;MAESTRÍA EN LINGÜÍSTICA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;2;12299040;9839232
CIENCIAS DE LA EDUCACION;MAESTRÍA EN LINGÜÍSTICA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;7;43046640;17218656
CIENCIAS DE LA EDUCACION;MAESTRÍA EN LINGÜÍSTICA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;2;12299040;7379424
CIENCIAS DE LA EDUCACION;MAESTRÍA EN LINGÜÍSTICA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;5;30747600;15988752
CIENCIAS DE LA EDUCACION;MAESTRÍA EN LINGÜÍSTICA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;1;6149520;3032060
CIENCIAS DE LA EDUCACION;MAESTRÍA EN LITERATURA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;4;27672840;23060700
CIENCIAS DE LA EDUCACION;MAESTRÍA EN LITERATURA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;6;46121400;38434500
CIENCIAS DE LA EDUCACION;MAESTRÍA EN LITERATURA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;3;23060700;16142490
CIENCIAS DE LA EDUCACION;MAESTRÍA EN LITERATURA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;2;15373800;7321773
CIENCIAS DE LA EDUCACION;MAESTRÍA EN LITERATURA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;1;7686900;6149520
CIENCIAS DE LA EDUCACION;MAESTRÍA EN LITERATURA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;5;38434500;17037161
CIENCIAS DE LA EDUCACION;MAESTRÍA EN LITERATURA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;4;30747600;13174493
CIENCIAS DE LA EDUCACION;MAESTRÍA EN PATRIMONIO CULTURAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;1;7686900;6149520
CIENCIAS DE LA EDUCACION;MAESTRÍA EN PATRIMONIO CULTURAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;1;4612140;4227795
CIENCIAS DE LA EDUCACION;MAESTRÍA EN PATRIMONIO CULTURAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;4;30747600;16161708
CIENCIAS DE LA EDUCACION;MAESTRÍA EN PATRIMONIO CULTURAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;2;15373800;3950213
CIENCIAS DE LA EDUCACION;MAESTRÍA EN PEDAGOGÍA DE LA CULTURA FÍSICA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;1;5534568;3689712
CIENCIAS DE LA EDUCACION;MAESTRÍA EN PEDAGOGÍA DE LA CULTURA FÍSICA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;2;18448560;15220062
CIENCIAS DE LA EDUCACION;MAESTRÍA EN PEDAGOGÍA DE LA CULTURA FÍSICA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;5;46121400;9224280
CIENCIAS DE LA EDUCACION;MAESTRÍA EN PEDAGOGÍA DE LA CULTURA FÍSICA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;10;96301483;24536585
CIENCIAS DE LA EDUCACION;MAESTRÍA EN PEDAGOGÍA DE LA CULTURA FÍSICA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;1;9224280;7379424
CIENCIAS DE LA EDUCACION;MAESTRÍA EN PEDAGOGÍA DE LA CULTURA FÍSICA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;2;18448560;16142490
CIENCIAS DE LA EDUCACION;MAESTRÍA EN PEDAGOGÍA DE LA CULTURA FÍSICA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;13;119915640;37507808
CIENCIAS DE LA EDUCACION;MAESTRÍA EN PEDAGOGÍA DE LA CULTURA FÍSICA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;24;227301633;74024847
CIENCIAS DE LA SALUD;ESPECIALIZACIÓN EN MEDICINA FAMILIAR;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;6;103568886;89476080
CIENCIAS DE LA SALUD;ESPECIALIZACIÓN EN MEDICINA FAMILIAR;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;8;138365184;119916396
CIENCIAS DE LA SALUD;ESPECIALIZACIÓN EN MEDICINA FAMILIAR;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;17;311916692;239293242
CIENCIAS DE LA SALUD;ESPECIALIZACIÓN EN MEDICINA FAMILIAR;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;17;306795600;262621140
CIENCIAS DE LA SALUD;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;7;60880248;52117182
CIENCIAS DE LA SALUD;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;2;18448560;15220062
CIENCIAS DE LA SALUD;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;4;36897120;24444342
CIENCIAS DE LA SALUD;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;4;36897120;23983128
CIENCIAS DE LA SALUD;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;1;9224280;8301852
CIENCIAS DE LA SALUD;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;3;23983128;21215844
CIENCIAS DE LA SALUD;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;12;110734060;94044956
CIENCIAS DE LA SALUD;ESPECIALIZACIÓN EN SEGURIDAD Y SALUD EN EL TRABAJO;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;5;47658780;25059294
CIENCIAS DE LA SALUD;MAESTRÍA EN PSICOLOGÍA CLÍNICA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;3;33976098;29402391
CIENCIAS DE LA SALUD;MAESTRÍA EN PSICOLOGÍA CLÍNICA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;4;52270920;26135459
CIENCIAS DE LA SALUD;MAESTRÍA EN PSICOLOGÍA CLÍNICA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;2;26135460;22215141
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN ALTA GERENCIA EN MERCADOTECNIA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;1;7686900;6533865
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN ALTA GERENCIA EN MERCADOTECNIA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;1;7686900;6533865
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN ALTA GERENCIA EN MERCADOTECNIA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;6;46121400;38434500
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN ALTA GERENCIA EN MERCADOTECNIA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;2;15373800;12299040
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN ALTA GERENCIA EN MERCADOTECNIA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;35;269041500;220633248
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN ALTA GERENCIA EN MERCADOTECNIA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;14;107616600;89552385
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN FINANZAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;9;66107340;56028970
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN FINANZAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;10;73794240;63374225
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN FINANZAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;2;15373800;13452075
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN FINANZAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;3;23060700;19217250
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN FINANZAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;9;59957820;47658780
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN FINANZAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;6;46121400;38434500
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN FINANZAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;31;238293900;199475055
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN FINANZAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;24;184485600;156044070
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN GERENCIA TRIBUTARIA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;7;40586832;35974692
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN GERENCIA TRIBUTARIA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;3;18448560;15681276
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN GERENCIA TRIBUTARIA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;17;104541840;82403568
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN GERENCIA TRIBUTARIA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;3;18448560;15988752
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN GERENCIA TRIBUTARIA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;9;55345680;45506448
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN GERENCIA TRIBUTARIA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;5;28287792;23983128
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN GERENCIA TRIBUTARIA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;36;221382720;181276320
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN GERENCIA TRIBUTARIA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;14;86093280;71906684
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN NORMAS INTERNACIONALES DE INFORMACIÓN FINANCERA ;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;2;12299040;11069136
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN NORMAS INTERNACIONALES DE INFORMACIÓN FINANCERA ;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;2;12299040;11069136
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN NORMAS INTERNACIONALES DE INFORMACIÓN FINANCERA ;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;1;6149520;5534568
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN NORMAS INTERNACIONALES DE INFORMACIÓN FINANCERA ;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;2;12299040;10454184
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN PLANEACIÓN Y GESTIÓN DEL DESARROLLO TERRITORIAL;AGUAZUL;Presencial;INSCRIPCIÓN REGULAR;2;M;3;23060700;19217250
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN PLANEACIÓN Y GESTIÓN DEL DESARROLLO TERRITORIAL;AGUAZUL;Presencial;INSCRIPCIÓN REGULAR;1;F;2;15373800;13067730
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN PLANEACIÓN Y GESTIÓN DEL DESARROLLO TERRITORIAL;AGUAZUL;Presencial;INSCRIPCIÓN REGULAR;1;M;1;7686900;6533865
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN PLANEACIÓN Y GESTIÓN DEL DESARROLLO TERRITORIAL;AGUAZUL;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;3;23060700;19217250
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN PLANEACIÓN Y GESTIÓN DEL DESARROLLO TERRITORIAL;AGUAZUL;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;1;7686900;6149520
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN PLANEACIÓN Y GESTIÓN DEL DESARROLLO TERRITORIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;6;46121400;40356225
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN PLANEACIÓN Y GESTIÓN DEL DESARROLLO TERRITORIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;8;55345680;45352710
