FACULTAD;PROGRAMA;SEDE;MODALIDAD;TIPO INSCRIPCION;Número de CUOTAS;SEXO;Número de Estudiantes;VALOR MATRICULA BRUTA;VALOR MATRICULA NETA
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN PLANEACIÓN Y GESTIÓN DEL DESARROLLO TERRITORIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;8;61495200;46463045
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN PLANEACIÓN Y GESTIÓN DEL DESARROLLO TERRITORIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;2;15373800;12683385
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN PLANEACIÓN Y GESTIÓN DEL DESARROLLO TERRITORIAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;3;23060700;18448560
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN PLANEACIÓN Y GESTIÓN DEL DESARROLLO TERRITORIAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;7;53808300;45352710
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN PLANEACIÓN Y GESTIÓN DEL DESARROLLO TERRITORIAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;9;69182100;58036095
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;ESPECIALIZACIÓN EN PLANEACIÓN Y GESTIÓN DEL DESARROLLO TERRITORIAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;15;113766120;90485500
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN ADMINISTRACIÓN DE ORGANIZACIONES;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;1;10761660;4304664
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN ADMINISTRACIÓN DE ORGANIZACIONES;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;11;125480955;43726932
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN ADMINISTRACIÓN DE ORGANIZACIONES;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;5;56175865;7029671
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN ADMINISTRACIÓN DE ORGANIZACIONES;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;1;10761660;8609328
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN ADMINISTRACIÓN DE ORGANIZACIONES;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;10761660;787908
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN ADMINISTRACIÓN DE ORGANIZACIONES;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;1;10761660;4304664
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN AUDITORÍA INTEGRAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;1;9224280;7379424
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN AUDITORÍA INTEGRAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;2;18448560;14758848
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN AUDITORÍA INTEGRAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;1;5534568;3689712
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN AUDITORÍA INTEGRAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;9224280;7379424
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN AUDITORÍA INTEGRAL;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;2;18448560;11069136
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN DESARROLLO TERRITORIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;4;39971880;31977504
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN DESARROLLO TERRITORIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;5;45967662;36973989
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN DESARROLLO TERRITORIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;10;99929700;41547696
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN DESARROLLO TERRITORIAL;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;12;119915640;40337010
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN ECONOMÍA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;1;9224280;787908
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN ECONOMÍA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;2;18448560;15681276
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN ECONOMÍA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;1;9224280;7379424
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN ECONOMÍA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;9224280;3689712
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN ECONOMÍA;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;1;9224280;2767284
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN FINANZAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;4;44276544;34437312
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN FINANZAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;2;19678464;15988752
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN FINANZAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;9;110691360;52885872
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN FINANZAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;10;122990400;33382499
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN FINANZAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;1;12299040;9839232
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN FINANZAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;3;36897120;17218656
CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;MAESTRÍA EN FINANZAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;3;36897120;3689712
DERECHO Y CIENCIAS  SOCIALES;MAESTRÍA EN DERECHOS HUMANOS;SANTA FE DE BOGOTA;Presencial;INSCRIPCIÓN REGULAR;1;F;1;7686900;3074760
DERECHO Y CIENCIAS  SOCIALES;MAESTRÍA EN DERECHOS HUMANOS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;3;19985940;15758145
DERECHO Y CIENCIAS  SOCIALES;MAESTRÍA EN DERECHOS HUMANOS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;14;107616600;58036095
DERECHO Y CIENCIAS  SOCIALES;MAESTRÍA EN DERECHOS HUMANOS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;9;69182100;31535508
DERECHO Y CIENCIAS  SOCIALES;MAESTRÍA EN DERECHOS HUMANOS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;1;7686900;6149520
DERECHO Y CIENCIAS  SOCIALES;MAESTRÍA EN DERECHOS HUMANOS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;1;7686900;6918210
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;F;6;41509260;35974690
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;M;2;8301852;6918209
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;F;7;48427470;38741974
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;M;4;27672840;23521912
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;33;225533646;193709880
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;15;98238582;85785804
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;79;539663380;429546399
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN ALTA GERENCIA DE EMPRESAS;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;32;224352355;146722718
ESTUDIOS A DISTANCIA;ESPECIALIZACIÓN EN AUDITORÍA DE LA CALIDAD EN SALUD;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;F;3;20754630;17641435
ESTUDIOS A DISTANCIA;ESPECIALIZACIÓN EN AUDITORÍA DE LA CALIDAD EN SALUD;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;M;1;6918210;5534568
ESTUDIOS A DISTANCIA;ESPECIALIZACIÓN EN AUDITORÍA DE LA CALIDAD EN SALUD;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;F;7;48427470;43542022
ESTUDIOS A DISTANCIA;ESPECIALIZACIÓN EN AUDITORÍA DE LA CALIDAD EN SALUD;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;M;1;6918210;5534568
ESTUDIOS A DISTANCIA;ESPECIALIZACIÓN EN AUDITORÍA DE LA CALIDAD EN SALUD;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;41;283646610;241056898
ESTUDIOS A DISTANCIA;ESPECIALIZACIÓN EN AUDITORÍA DE LA CALIDAD EN SALUD;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;3;20754630;17641434
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN DIDACTICA DE LA MATEMATICA PARA LA EDUCACION BASICA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;F;4;27672840;23521912
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN DIDACTICA DE LA MATEMATICA PARA LA EDUCACION BASICA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;M;2;13836420;12452777
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN DIDACTICA DE LA MATEMATICA PARA LA EDUCACION BASICA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;F;1;6918210;5534568
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN DIDACTICA DE LA MATEMATICA PARA LA EDUCACION BASICA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;M;2;13836420;11760957
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN DIDACTICA DE LA MATEMATICA PARA LA EDUCACION BASICA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;8;55345680;44276544
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN DIDACTICA DE LA MATEMATICA PARA LA EDUCACION BASICA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;4;24905556;20062809
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN DIDACTICA DE LA MATEMATICA PARA LA EDUCACION BASICA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;30;202224600;170054912
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN DIDACTICA DE LA MATEMATICA PARA LA EDUCACION BASICA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;8;55345680;46697915
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN GERENCIA DE EMPRESAS DE SALUD;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;F;3;20754630;18333255
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN GERENCIA DE EMPRESAS DE SALUD;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;M;1;6918210;5880478
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN GERENCIA DE EMPRESAS DE SALUD;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;F;8;55345680;49119288
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN GERENCIA DE EMPRESAS DE SALUD;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;9;53962038;45660186
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN GERENCIA DE EMPRESAS DE SALUD;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;1;6918210;6226389
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN GERENCIA DE EMPRESAS DE SALUD;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;8;55345680;41259435
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN GERENCIA DE EMPRESAS DE SALUD;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;3;20754630;17598734
ESTUDIOS A DISTANCIA;ESPECIALIZACIÓN EN MARKETING DIGITAL;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;M;1;6918210;0
ESTUDIOS A DISTANCIA;ESPECIALIZACIÓN EN MARKETING DIGITAL;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;11;76100310;64685258
ESTUDIOS A DISTANCIA;ESPECIALIZACIÓN EN MARKETING DIGITAL;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;3;20754630;17641434
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN PEDAGOGIA DE LA LENGUA CASTELLANA Y LITERATURA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;F;3;20754630;17641434
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN PEDAGOGIA DE LA LENGUA CASTELLANA Y LITERATURA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;F;5;34591050;29013780
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN PEDAGOGIA DE LA LENGUA CASTELLANA Y LITERATURA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;15;101005866;83710341
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN PEDAGOGIA DE LA LENGUA CASTELLANA Y LITERATURA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;2;13836420;11760957
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN PEDAGOGIA DE LA LENGUA CASTELLANA Y LITERATURA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;54;373626040;305244658
ESTUDIOS A DISTANCIA;ESPECIALIZACION EN PEDAGOGIA DE LA LENGUA CASTELLANA Y LITERATURA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;4;27672840;22830092
ESTUDIOS A DISTANCIA;MAESTRIA EN DIDACTICA DE LA MATEMATICA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;F;12;104849316;86669797
ESTUDIOS A DISTANCIA;MAESTRIA EN DIDACTICA DE LA MATEMATICA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;M;3;25366770;21561754
ESTUDIOS A DISTANCIA;MAESTRIA EN DIDACTICA DE LA MATEMATICA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;F;45;380501550;182824382
ESTUDIOS A DISTANCIA;MAESTRIA EN DIDACTICA DE LA MATEMATICA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;M;21;177567390;102287018
ESTUDIOS A DISTANCIA;MAESTRIA EN DIDACTICA DE LA MATEMATICA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;4;33822360;27903447
ESTUDIOS A DISTANCIA;MAESTRIA EN DIDACTICA DE LA MATEMATICA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;4;30440124;26212329
ESTUDIOS A DISTANCIA;MAESTRIA EN DIDACTICA DE LA MATEMATICA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;21;177567390;116674336
ESTUDIOS A DISTANCIA;MAESTRIA EN DIDACTICA DE LA MATEMATICA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;12;101467080;54903684
ESTUDIOS A DISTANCIA;MAESTRÍA EN PEDAGOGÍA DE LA LENGUA CASTELLANA Y LITERATURA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;F;11;93011490;75254751
ESTUDIOS A DISTANCIA;MAESTRÍA EN PEDAGOGÍA DE LA LENGUA CASTELLANA Y LITERATURA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;M;2;16911180;13528944
ESTUDIOS A DISTANCIA;MAESTRÍA EN PEDAGOGÍA DE LA LENGUA CASTELLANA Y LITERATURA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;F;11;93011490;75254751
ESTUDIOS A DISTANCIA;MAESTRÍA EN PEDAGOGÍA DE LA LENGUA CASTELLANA Y LITERATURA;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;M;1;8455590;6764472
ESTUDIOS A DISTANCIA;MAESTRÍA EN PEDAGOGÍA DE LA LENGUA CASTELLANA Y LITERATURA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;11;93054190;49042422
ESTUDIOS A DISTANCIA;MAESTRÍA EN PEDAGOGÍA DE LA LENGUA CASTELLANA Y LITERATURA;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;1;8455590;4227795
INGENIERIA;DOCTORADO EN INGENIERÍA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;1;15373800;12299040
INGENIERIA;DOCTORADO EN INGENIERÍA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;1;15373800;13836420
INGENIERIA;DOCTORADO EN INGENIERÍA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;3;46121400;18448560
INGENIERIA;DOCTORADO EN INGENIERÍA;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;4;51232800;49695420
INGENIERIA;DOCTORADO EN INGENIERÍA Y CIENCIAS DE LOS MATERIALES ;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;8;55345680;44199675
INGENIERIA;DOCTORADO EN INGENIERÍA Y CIENCIAS DE LOS MATERIALES ;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;7;54230950;38857150
INGENIERIA;DOCTORADO EN INGENIERÍA Y CIENCIAS DE LOS MATERIALES ;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;12;96508900;42700600
INGENIERIA;ESPECIALIZACIÓN EN BASES DE DATOS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;1;9224280;8763066
INGENIERIA;ESPECIALIZACIÓN EN BASES DE DATOS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;1;9224280;7379424
INGENIERIA;ESPECIALIZACIÓN EN BASES DE DATOS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;2;18448560;15681276
INGENIERIA;ESPECIALIZACIÓN EN BASES DE DATOS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;10;92242800;78867594
INGENIERIA;ESPECIALIZACIÓN EN ESTRUCTURAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;2;14451372;12283666
INGENIERIA;ESPECIALIZACIÓN EN ESTRUCTURAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;9;56360352;48412095
INGENIERIA;ESPECIALIZACIÓN EN ESTRUCTURAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;12;92492134;41465034
INGENIERIA;ESPECIALIZACIÓN EN ESTRUCTURAS;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;28;221828615;78674620
INGENIERIA;ESPECIALIZACIÓN EN ESTRUCTURAS;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;10;75869704;40463842
INGENIERIA;ESPECIALIZACIÓN EN GEOTECNIA ;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;4;33207408;28134054
INGENIERIA;ESPECIALIZACIÓN EN GEOTECNIA ;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;8;62725104;51613268
INGENIERIA;ESPECIALIZACIÓN EN GEOTECNIA ;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;5;46121400;33668622
INGENIERIA;ESPECIALIZACIÓN EN GEOTECNIA ;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;10;98699836;35182560
INGENIERIA;ESPECIALIZACIÓN EN GEOTECNIA ;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;3;27672840;24905556
INGENIERIA;ESPECIALIZACIÓN EN GEOTECNIA ;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;2;18448560;15681276
INGENIERIA;ESPECIALIZACIÓN EN GEOTECNIA ;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;5;46121400;32746194
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;1;9224280;7379424
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;8;70104528;58531478
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;4;36897120;30440124
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;7;64569960;57651750
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;3;27672840;23060700
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;4;33207408;28595268
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;8;73794240;62725104
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;7;64569960;53500824
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;F;10;84863376;73290326
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;M;23;167881896;144735796
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;F;12;113766160;78252682
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;M;23;212158440;172955250
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;1;9224280;8301852
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;M;2;18448560;15681276
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;F;6;55345680;46582614
INGENIERIA;ESPECIALIZACIÓN EN GERENCIA DE PROYECTOS DE CONSTRUCCIÓN;TUNJA;Virtual;OPCIÓN DE GRADO PREGRADO (RES 16-2009);1;M;3;27672840;23060700
INGENIERIA;ESPECIALIZACIÓN EN GESTIÓN AVANZADA DEL RIESGO DE DESASTRES;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;F;1;5534568;4150926
INGENIERIA;ESPECIALIZACIÓN EN GESTIÓN AVANZADA DEL RIESGO DE DESASTRES;TUNJA;Presencial;INSCRIPCIÓN REGULAR;2;M;1;9224280;7840638
INGENIERIA;ESPECIALIZACIÓN EN GESTIÓN AVANZADA DEL RIESGO DE DESASTRES;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;F;1;9266980;7840638
INGENIERIA;ESPECIALIZACIÓN EN GESTIÓN AVANZADA DEL RIESGO DE DESASTRES;TUNJA;Presencial;INSCRIPCIÓN REGULAR;1;M;3;27211626;23521914
INGENIERIA;ESPECIALIZACIÓN EN GESTIÓN AVANZADA DEL RIESGO DE DESASTRES;TUNJA;Presencial;OPCIÓN DE GRADO PREGRADO (RES 16-2009);2;F;1;5534568;4612140
INGENIERIA;ESPECIALIZACIÓN EN GESTIÓN DE INTEGRIDAD Y CORROSIÓN;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;F;2;18448560;16603704
INGENIERIA;ESPECIALIZACIÓN EN GESTIÓN DE INTEGRIDAD Y CORROSIÓN;TUNJA;Virtual;INSCRIPCIÓN REGULAR;2;M;7;57190536;51194754
INGENIERIA;ESPECIALIZACIÓN EN GESTIÓN DE INTEGRIDAD Y CORROSIÓN;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;F;3;27672840;24444342
INGENIERIA;ESPECIALIZACIÓN EN GESTIÓN DE INTEGRIDAD Y CORROSIÓN;TUNJA;Virtual;INSCRIPCIÓN REGULAR;1;M;11;101467080;90859158
