Vigencia;Unidad;Codigo;Recurso;Concepto;Valor ene;Valor feb;Valor mar;Valor abr;Valor may;Valor jun;Valor jul;Valor ago;Valor sep;Valor oct;Valor nov;Valor dic
2025;01 - ADMINISTRATIVA Y FINANCIERA;1.1.02.06.006.02;21;Devolución IVA - Instituciones de Educación Superior;$ 0.00;$ 947,998,640.00;$ 0.00;$ 1,822,075,598.00;$ 637,465,862.00;$ 0.00;$ 1,580,026,414.00;$ 0.00;$ 2,039,170,671.00;$ 0.00;$ 1,617,443.00;$ 953,393,273.00
2025;04 - CIENCIAS DE LA EDUCACION;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 149,793,423.00;$ 1,705,130,110.00;$ 1,056,924,215.00;$ 255,888,526.00;$ 673,111,724.00;$ 23,914,800.00;$ 1,569,759,762.00;$ 2,074,394,040.00;$ 454,445,337.00;$ 55,348,527.00;$ 112,849,475.00;$ 132,041,597.00
2025;09 - INGENIERIA;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 121,697,002.00;$ 1,607,786,916.00;$ 639,781,545.00;$ 256,844,974.00;$ 312,911,280.00;$ 55,441,555.00;$ 1,418,509,378.00;$ 1,463,845,241.00;$ 411,093,865.00;$ 76,301,715.00;$ 217,325,745.00;$ 7,544,550.00
2025;11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 69,352,968.00;$ 1,301,168,347.00;$ 697,610,608.00;$ 110,102,850.00;$ 168,434,175.00;$ 16,594,399.00;$ 1,065,990,446.00;$ 1,560,258,954.00;$ 208,685,100.00;$ 35,587,500.00;$ 79,929,525.00;$ 33,982,000.00
2025;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 50,036,025.00;$ 918,640,947.00;$ 426,996,087.00;$ 172,219,450.00;$ 137,879,300.00;$ 30,469,725.05;$ 1,092,389,900.00;$ 1,081,389,986.00;$ 344,887,550.00;$ 22,585,275.00;$ 33,736,950.00;$ 0.00
2025;13 - SECCIONAL SOGAMOSO;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 76,880,700.00;$ 840,582,050.00;$ 475,883,050.00;$ 123,151,600.00;$ 238,276,450.00;$ 34,959,600.00;$ 947,855,954.00;$ 1,019,143,275.00;$ 290,937,875.00;$ 46,619,625.00;$ 56,014,725.00;$ 0.00
2025;12 - SECCIONAL DUITAMA;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 31,359,800.00;$ 670,052,675.00;$ 504,917,275.00;$ 98,438,600.00;$ 102,460,800.00;$ 20,429,175.00;$ 581,741,825.00;$ 624,423,950.00;$ 154,093,875.00;$ 19,929,000.00;$ 25,623,000.00;$ 0.00
2025;07 - CIENCIAS DE LA SALUD;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 215,233,200.00;$ 103,459,200.00;$ 55,341,000.00;$ 50,784,000.00;$ 231,727,600.00;$ 7,544,550.00;$ 541,100,949.00;$ 371,974,836.00;$ 105,054,300.00;$ 15,241,475.00;$ 25,806,916.20;$ 129,823,200.00
2025;08 - CIENCIAS AGROPECUARIAS;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 29,897,675.00;$ 408,053,875.00;$ 153,545,925.00;$ 42,931,200.00;$ 131,933,100.00;$ 10,086,050.00;$ 388,045,172.00;$ 510,331,947.00;$ 120,852,265.00;$ 27,900,600.00;$ 24,555,375.00;$ 0.00
2025;05 - CIENCIAS BASICAS;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 9,964,500.00;$ 183,294,927.00;$ 108,083,450.00;$ 47,464,772.00;$ 40,472,575.00;$ 3,202,875.00;$ 228,039,607.00;$ 226,843,275.00;$ 126,264,850.00;$ 11,288,450.00;$ 22,989,525.00;$ 7,217,225.00
2025;10 - DERECHO Y CIENCIAS SOCIALES;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 10,391,775.00;$ 98,462,325.00;$ 26,998,125.00;$ 22,776,000.00;$ 9,964,500.00;$ 0.00;$ 94,877,707.00;$ 72,954,375.00;$ 19,929,000.00;$ 3,202,875.00;$ 3,202,875.00;$ 0.00
2025;04 - CIENCIAS DE LA EDUCACION;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 711,750.00;$ 5,969,250.00;$ 0.00;$ 3,772,250.00;$ 76,655,350.00;$ 52,669,500.00;$ 5,694,000.00;$ 7,829,250.00;$ 21,352,500.00;$ 123,844,500.00;$ 0.00
2025;09 - INGENIERIA;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 711,750.00;$ 2,258,750.00;$ 0.00;$ 3,558,750.00;$ 94,074,500.00;$ 2,135,250.00;$ 0.00;$ 1,423,500.00;$ 14,235,000.00;$ 144,608,750.00;$ 0.00
2025;11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 0.00;$ 7,829,250.00;$ 0.00;$ 0.00;$ 21,992,750.00;$ 76,584,250.00;$ 0.00;$ 0.00;$ 17,010,750.00;$ 133,524,250.00;$ 0.00
2025;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 0.00;$ 4,332,250.00;$ 0.00;$ 0.00;$ 27,687,000.00;$ 64,769,250.00;$ 0.00;$ 0.00;$ 0.00;$ 128,969,000.00;$ 0.00
2025;13 - SECCIONAL SOGAMOSO;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 0.00;$ 3,620,500.00;$ 0.00;$ 92,651,000.00;$ 9,252,750.00;$ 2,847,000.00;$ 0.00;$ 1,423,500.00;$ 54,804,750.00;$ 53,381,250.00;$ 0.00
2025;12 - SECCIONAL DUITAMA;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 0.00;$ 3,558,750.00;$ 711,750.00;$ 711,750.00;$ 67,616,250.00;$ 5,694,000.00;$ 0.00;$ 2,847,000.00;$ 2,847,000.00;$ 82,563,000.00;$ 0.00
2025;04 - CIENCIAS DE LA EDUCACION;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 27,356,250.00;$ 8,231,600.00;$ 7,564,700.00;$ 1,138,800.00;$ 3,131,700.00;$ 47,260,200.00;$ 17,082,000.00;$ 569,400.00;$ 0.00;$ 0.00;$ 7,117,500.00;$ 31,032,300.00
2025;09 - INGENIERIA;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 31,688,800.00;$ 7,686,900.00;$ 0.00;$ 0.00;$ 5,409,300.00;$ 31,317,000.00;$ 37,011,000.00;$ 284,700.00;$ 0.00;$ 0.00;$ 10,533,900.00;$ 21,921,900.00
2025;11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 23,952,500.00;$ 6,214,000.00;$ 284,700.00;$ 1,138,800.00;$ 7,117,500.00;$ 48,126,350.00;$ 22,776,000.00;$ 284,700.00;$ 0.00;$ 0.00;$ 4,839,900.00;$ 17,651,400.00
2025;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 18,406,700.00;$ 5,978,700.00;$ 0.00;$ 0.00;$ 5,124,600.00;$ 36,156,900.00;$ 14,235,000.00;$ 284,700.00;$ 0.00;$ 0.00;$ 1,992,900.00;$ 20,213,700.00
2025;08 - CIENCIAS AGROPECUARIAS;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 0.00;$ 2,847,000.00;$ 0.00;$ 0.00;$ 23,549,500.00;$ 7,117,500.00;$ 0.00;$ 2,135,250.00;$ 0.00;$ 54,093,000.00;$ 0.00
2025;01 - ADMINISTRATIVA Y FINANCIERA;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 0.00;$ 569,400.00;$ 4,481,100.00;$ 0.00;$ 0.00;$ 0.00;$ 2,277,600.00;$ 284,700.00;$ 5,978,700.00;$ 854,100.00;$ 2,277,600.00;$ 70,036,200.00
2025;13 - SECCIONAL SOGAMOSO;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 18,926,700.00;$ 4,555,200.00;$ 0.00;$ 0.00;$ 2,277,600.00;$ 29,039,400.00;$ 11,459,200.00;$ 0.00;$ 0.00;$ 0.00;$ 3,416,400.00;$ 7,402,200.00
2025;12 - SECCIONAL DUITAMA;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 15,250,300.00;$ 5,409,300.00;$ 0.00;$ 0.00;$ 3,131,700.00;$ 24,484,200.00;$ 6,263,400.00;$ 569,400.00;$ 0.00;$ 0.00;$ 4,555,200.00;$ 7,686,900.00
2025;08 - CIENCIAS AGROPECUARIAS;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 8,726,900.00;$ 2,847,000.00;$ 0.00;$ 0.00;$ 3,131,700.00;$ 15,089,100.00;$ 10,818,600.00;$ 0.00;$ 0.00;$ 0.00;$ 3,985,800.00;$ 8,825,700.00
2025;07 - CIENCIAS DE LA SALUD;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 711,750.00;$ 0.00;$ 0.00;$ 0.00;$ 711,750.00;$ 19,217,250.00;$ 0.00;$ 0.00;$ 0.00;$ 14,235,000.00;$ 7,117,500.00
2025;04 - CIENCIAS DE LA EDUCACION;1.1.02.02.116.01.02.04;31;Posgrado - Certificaciones, constancias académicas y derechos complementarios;$ 3,035,400.00;$ 6,400,400.00;$ 951,900.00;$ 8,550.00;$ 1,992,900.00;$ 9,964,500.00;$ 5,026,200.00;$ 4,470,750.00;$ 42,750.00;$ 293,250.00;$ 4,071,200.00;$ 1,423,500.00
2025;14 - SECCIONAL CHIQUINQUIRA;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 0.00;$ 12,277,687.00;$ 3,558,750.00;$ 2,847,000.00;$ 14,391,000.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
2025;05 - CIENCIAS BASICAS;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 0.00;$ 1,423,500.00;$ 711,750.00;$ 0.00;$ 7,331,000.00;$ 4,270,500.00;$ 0.00;$ 2,135,250.00;$ 0.00;$ 16,583,750.00;$ 0.00
2025;09 - INGENIERIA;1.1.02.02.116.01.02.04;31;Posgrado - Certificaciones, constancias académicas y derechos complementarios;$ 3,643,650.00;$ 5,860,650.00;$ 1,521,150.00;$ 284,700.00;$ 654,800.00;$ 2,847,000.00;$ 5,239,050.00;$ 4,166,400.00;$ 284,700.00;$ 569,400.00;$ 2,078,300.00;$ 2,562,300.00
2025;10 - DERECHO Y CIENCIAS SOCIALES;1.1.02.02.116.01.02.02;31;Posgrado - Derechos de grado;$ 0.00;$ 711,750.00;$ 1,423,500.00;$ 711,750.00;$ 0.00;$ 711,750.00;$ 12,099,750.00;$ 0.00;$ 0.00;$ 0.00;$ 8,541,000.00;$ 0.00
2025;07 - CIENCIAS DE LA SALUD;1.1.02.02.116.01.02.01;31;Posgrado - Inscripciones ;$ 3,131,700.00;$ 854,100.00;$ 284,700.00;$ 0.00;$ 3,416,400.00;$ 5,978,700.00;$ 3,131,700.00;$ 0.00;$ 569,400.00;$ 1,138,800.00;$ 3,131,700.00;$ 2,277,600.00
2025;01 - ADMINISTRATIVA Y FINANCIERA;1.1.02.02.116.01.02.03;31;Posgrado - Matrículas;$ 1,768,720.00;$ 0.00;$ 2,562,400.00;$ 0.00;$ 0.00;$ 0.00;$ 4,548,135.00;$ 9,719,720.00;$ 0.00;$ 0.00;$ 0.00;$ 0.00
2025;11 - ESTUDIOS TECNOLOGICOS Y A DISTANCIA;1.1.02.02.116.01.02.04;31;Posgrado - Certificaciones, constancias académicas y derechos complementarios;$ 1,375,350.00;$ 3,499,650.00;$ 1,111,200.00;$ 8,550.00;$ 0.00;$ 2,847,000.00;$ 3,843,450.00;$ 3,881,400.00;$ 0.00;$ 569,400.00;$ 569,400.00;$ 569,400.00
2025;12 - SECCIONAL DUITAMA;1.1.02.02.116.01.02.04;31;Posgrado - Certificaciones, constancias académicas y derechos complementarios;$ 1,249,950.00;$ 2,628,600.00;$ 456,000.00;$ 0.00;$ 284,700.00;$ 854,100.00;$ 3,697,200.00;$ 1,641,500.00;$ 31,350.00;$ 1,423,500.00;$ 1,708,200.00;$ 1,138,800.00
2025;13 - SECCIONAL SOGAMOSO;1.1.02.02.116.01.02.04;31;Posgrado - Certificaciones, constancias académicas y derechos complementarios;$ 168,150.00;$ 2,387,700.00;$ 723,900.00;$ 8,550.00;$ 284,700.00;$ 3,131,700.00;$ 2,168,850.00;$ 2,413,650.00;$ 0.00;$ 0.00;$ 2,277,600.00;$ 1,138,800.00
2025;06 - CIENCIAS ECONOMICAS, ADMINISTRATIVAS Y CONTABLES;1.1.02.02.116.01.02.04;31;Posgrado - Certificaciones, constancias académicas y derechos complementarios;$ 481,350.00;$ 3,289,400.00;$ 1,324,650.00;$ 8,550.00;$ 8,550.00;$ 1,138,800.00;$ 3,424,800.00;$ 2,610,300.00;-$ 22,800.00;$ 85,400.00;$ 854,100.00;$ 569,400.00
